fid,1930,WKT_geometry
110,0,"LineString (537405.30329386 638911.33340762, 537356.20311577 638949.17680425, 537314.16144549 638984.17697745, 541513.64686158 645365.30943367, 543436.08900548 646201.76754909, 545228.08848662 645829.95189445, 545750.24128722 646178.79817352, 545969.84010432 646296.56582014, 545983.89971536 646415.37909324, 547251.91654432 646328.29548356, 549561.94379017 646022.96002124, 549972.44388599 645863.47414026, 550179.1789683 645727.11161995)"
111,0,"LineString (559016.68480748 644380.25854633, 557588.06300019 645317.03291225, 557400.68340626 645427.46534, 555374.44625928 646098.7227404, 554702.19234513 646397.71905471, 554180.54091035 646376.18437304, 553568.20338348 646328.20831575, 550726.70657027 646735.90159719, 550245.67800466 646760.64980435, 546551.07896754 647176.75692232)"
112,,"LineString (557588.06300019 645317.03291225, 556757.53534568 644239.83751702, 556240.69627158 643586.56805036, 556075.36430358 643326.8115821)"
113,,"LineString (555619.10511032 642229.21908615, 556169.04890921 643173.55944623)"
114,,"LineString (488622.58329123 478407.18636659, 491758.56710804 479860.91031076, 493336.00973747 480634.19799435, 494636.43606405 481137.49360436, 495805.48113377 481572.206762, 497296.53348114 481598.23317753, 498669.01244883 481771.34055104, 500242.32267294 481831.94737516, 501003.83773014 481878.38426193, 502100.83015875 482643.28565607)"
115,,"LineString (515008.24867739 532311.44027082, 512709.67420418 531035.2012494, 511753.68990325 530736.78544933, 510875.77033433 530713.17515825, 510552.7089924 530707.53610155, 510353.94864203 530820.07279874, 510275.34276775 531407.01723616, 508167.33067857 531241.78645426, 507552.60739695 531330.49019548, 506942.22185125 531170.68521213, 505898.34061689 531160.75034541, 505548.0216848 531055.20172969, 504898.76932725 530985.86595163, 503020.84469508 530812.22213923, 502573.67358207 530796.13059042, 502159.92614806 530764.05015809, 502009.35403839 530608.12817413, 501873.6599263 529812.11292583, 501806.97205526 529622.68704538, 501116.19783692 529202.5367475, 500346.06804727 528700.21134997, 499889.27006343 528286.21665947, 499593.85815936 527883.32512146, 499398.78958789 527428.32512084, 499216.3423765 526724.96098685, 499078.08148157 526101.08653389, 499075.8706877 525753.02972831, 499158.68596628 525518.32005635, 499387.87443168 525205.37539486, 499688.86250361 524576.73883914)"
116,,"LineString (499836.34982387 519450.18762739, 500151.5777987 518649.84242428, 500575.05709888 517955.00287469, 500734.82015633 516872.30616113, 500577.96773633 516364.1132639, 500217.92867486 515628.64773464, 499996.54235601 515019.89461801, 500088.57527609 514533.67761393, 500550.59377522 514134.66163742, 500949.60975173 513840.64986525)"
117,,"LineString (495450.62708493 514425.18234504, 495692.13675492 513406.64156288)"
118,,"LineString (497571.71201271 514372.68024287, 497687.21663749 513574.64828984)"
119,,"LineString (497792.22084184 514383.1806633, 497928.72630749 513585.14871027)"
