fid,label1930,main_body_water,label1882,alt_label,wkt_geometry
617,,Cottica,,,"LineString (649418.01786518 644078.63407421, 649496.22291375 643477.1001519, 649683.9926005 642970.97639281, 649836.44542991 642733.44508588, 649800.6858206 642473.28416579)"
618,,Cottica,,,"LineString (659081.14332606 643950.69114649, 658706.4748128 643565.50118841, 658587.32031818 643150.56499723, 658430.18899773 642917.30205528)"
619,,Cottica,,,"LineString (649637.9325735 639422.09569729, 649352.67358135 639884.57831484, 649103.54742565 639995.99279147, 648558.09832024 640148.00470421)"
620,Koemboe Kreek,Cottica,Koemboe Kreek,,"LineString (637933.29236635 635618.12878689, 637933.29236635 635618.12878689, 638096.11400377 635617.74679034, 638442.12471463 635743.07660554, 639064.88177474 635713.6461354, 639409.08906258 635839.41303992, 639601.785384 635800.39523407, 639854.75455802 635836.07827049, 640009.7699995 635930.83688131, 640222.32210254 636013.03945625, 640352.38885652 636065.7796679, 640441.05159803 636065.71525241)"
621,Coermotibo,Cottica,Coermotibo,,"LineString (660174.85385503 613223.14213487, 660267.66428701 613447.22220452, 660428.44062687 613656.36832948, 660434.28424426 613875.70632893, 660585.05379963 614104.02213765, 660652.64220736 614295.42136718, 660654.00873667 614401.8391606, 660727.87452095 614603.02013856, 660532.57710644 614709.22920888, 660589.25858544 614971.36735097, 660427.2046012 615020.12362903, 660434.90476608 615133.10009408, 660299.31050442 615143.62952266, 659902.57444998 614969.05341121, 659558.90298463 615079.12072045, 659347.9802043 614972.26916787, 658999.10028368 615011.31626947, 658893.3739114 615157.7775138, 658810.09655868 615311.07872483, 658832.33685515 615514.58263536, 658760.88288836 615729.34734165, 658533.63600092 615818.87843782, 658454.08805614 615943.22821667, 659085.98373362 617109.40224182, 659419.3576243 617717.1891083, 659278.92508736 618004.90314169, 659350.70928809 618325.33796126, 658630.23544517 618596.47921838, 658278.18042332 618741.58599306, 658224.72298441 618924.70308775, 658191.84973415 619330.36069245, 657903.63836243 619957.24546999, 658105.89725448 620560.45084979, 658102.40919557 620760.2816114, 657797.41465182 620871.02402881, 657483.83611192 621104.1308466, 657459.20930372 621406.76251172, 657623.46638235 621970.61586174, 657256.37802366 622209.14575977, 657251.75994201 622209.15617085, 657182.49275665 622852.75886861, 657000.2617961 623008.35372424, 656778.8019929 623101.21578153, 656529.29991684 623046.36151299, 656373.66925687 622828.96862549, 656293.69487307 622608.3366687, 656053.21016748 622456.48088417, 655550.21674057 622350.33074045, 655180.76066083 622459.94797757, 655163.48015047 622711.12293192, 655288.94024799 623052.58177742, 655891.76834897 623839.35959619, 655836.93609731 624025.39790636, 655436.66471774 624792.18525661, 655105.83829339 625644.01030198, 654712.88058575 625991.79766822, 653777.465103 626109.26837063, 653243.38260096 625953.25125026, 652917.89179021 625760.57437634, 652778.5354947 625432.51196387, 652818.7550428 624975.3976484, 652602.55123522 624616.97732837, 652569.83776919 624274.65607938, 652477.0883858 624103.99319419, 652393.73194254 624002.58166406, 651792.21606219 624125.67217219, 651468.44564779 624203.84626751, 651432.87196482 624764.21155861, 651503.04361764 625161.21743337, 651453.37132681 625601.91898476, 651054.68841763 625927.9436864, 650520.02784881 626266.80950238, 649795.17312287 626234.81276325, 649331.27548936 626366.79225647, 649214.12365102 626645.41018103, 649256.30128442 626907.29515755, 649695.63775121 627966.00697449, 649726.77596483 628398.57437388, 649407.23396935 628973.32733248, 649201.88982429 629285.70079997, 648390.52734869 629961.48699952, 648171.05319811 630344.54312055, 648095.1947152 630626.93618064, 648223.73296691 631390.05770211, 648422.69116712 631623.99570783, 649088.55917744 631991.93200226, 649143.79423502 632521.64177777, 648738.95688244 632811.18872554, 648347.57808729 632791.46094804, 647760.19079501 632942.7417229, 647372.30180873 632962.10343774, 647057.77513084 632750.38399454, 646853.79004146 632409.09952941, 646630.88853241 631873.89052382, 646375.99799966 631594.77369045, 645897.79303746 631562.24615075, 645493.06820291 631845.34694492, 645218.19921052 632446.67214412, 645178.23732438 633258.43742563, 645366.44610303 633558.33603213, 645733.18687047 633679.68326736, 645955.30801911 633873.14142485, 645937.49208401 634159.51546015, 645781.36215312 634547.80929914, 645436.26617114 635102.7961137, 645136.93920158 635477.56569318, 644883.52942872 635736.77304636, 644346.69297264 635898.53218344, 643850.01749082 635753.24954802, 643433.80869031 635509.43651871, 643160.55177133 635326.51395612)"
622,Cottica,Cottica,Cottica,,"LineString (641604.23452163 622066.99692327, 641632.18145239 622129.55593511, 641601.16474961 622428.8520054, 641525.51498981 622514.58112166, 640890.09362486 622815.38369699, 640694.03008728 622957.88384899, 640589.6702443 623210.76288674, 640533.65655333 623464.48580971, 640430.32430351 623730.85755074, 640130.97335627 623815.3274757, 639418.9436983 624618.58582942, 639254.19335959 624867.99270304, 639084.9286531 625699.26339236, 638927.81406378 625972.98398952, 638622.39574738 626246.5339796, 638492.17294908 626326.56425541, 637927.65799816 626290.02230146, 637511.59979587 626298.88027255, 637092.09532828 626406.73952273, 636831.56464798 626587.4489824, 636686.59733292 626832.56979782, 636688.82406041 627074.41307586, 636876.45393595 627222.77081373, 637018.81312651 627246.0946429, 637263.87646295 627372.54439152, 637518.34958625 627575.17630164, 638027.37435072 628015.07683761, 638297.88022566 628159.94115733, 638816.61424267 628301.38658643, 639327.2848633 628450.32221216, 639687.74783136 628551.10622544, 640120.76004292 628833.39673142, 640814.01184282 629567.68665889, 641250.0926069 630258.79894357, 641251.92552128 630523.20375921, 641145.58845631 630797.00466665, 640830.13339589 631229.97037555, 640432.67496706 631835.60388579, 640309.56738294 632054.30306305, 640339.64849183 632362.72574663, 640402.17518449 632573.7885447, 640669.97025771 632832.7560024, 641160.53380443 632987.70366173, 641650.13947198 633014.29191872, 641955.54414179 633064.75960033, 642261.57878097 633547.38213674, 642391.3998698 633768.76419221, 642955.87971257 634533.76065185, 643197.09199459 634995.03851224, 643204.53335328 635207.99148171, 643160.55177133 635326.51395612, 642971.81302845 635426.38939087, 642723.43920829 635433.33821553, 642376.77336228 635253.18796521, 642049.83163369 634958.92791308, 641729.20356765 634764.72388928, 641465.02370121 634665.0862189, 641109.82663484 634846.01775805, 640742.68973758 635408.43628132, 640441.05159803 636065.71525241, 640479.34974026 636673.26161646, 640595.70188994 637060.93575024, 640816.68875978 637331.66194593, 641034.3468271 637589.78762608, 641519.86759407 637847.29460818, 641843.40559915 637957.3879153, 642217.55271837 637984.23413323, 642383.91836057 638030.03332731, 642906.22353924 638218.17850239, 643542.00132943 638546.91925588, 643769.49631451 638602.26776003, 644007.23633112 638557.84447689, 644117.7975279 638437.51318092, 644299.3126933 638044.53854081, 644728.92989183 637586.10591563, 645002.52677679 637437.37766387, 645267.15662849 637422.65244229, 645402.90322371 637457.54793297, 645486.59665384 637702.1236932, 645421.92956672 638160.43942148, 645501.79143248 638387.51753187, 645877.25990666 638487.56906381, 646207.71782368 638580.38681594, 646282.76504727 638713.8831811, 646044.27367702 638893.49165062, 645666.23360111 639125.47328811, 645495.44642979 639339.71223125, 645399.92497178 639975.20043699, 645363.01298869 640286.76169355, 645206.3561101 640444.14629485, 644993.93754632 640453.87516639, 644790.43427951 640325.03468923, 644743.54550893 640020.33614648, 644664.69273582 639872.73342718, 644345.8930842 639813.43374732, 643865.52353534 640053.19927144, 643671.94651719 640430.259311, 643790.15674328 641415.66061365, 643713.22933909 641759.29213294, 643401.05727455 641911.82203072, 643070.08303989 641894.76064815, 642665.78563807 641737.78487632, 642593.4951062 641446.35774796, 642704.4136208 641187.14507464, 642587.0725857 641075.47887989, 642420.03518225 641040.32264311, 642112.38015185 641118.77803351, 641889.59403954 641137.45769909, 641440.10731698 641029.66605621, 640956.81457401 641011.55797359, 640522.30174221 640784.73752517, 640268.18500613 640751.28537179, 639584.44638306 640831.8504091, 638420.15692725 641157.49991915, 636853.80518157 640572.39697449, 636346.55624218 640449.08882374, 636104.07780202 640302.99775941, 635777.33297999 639997.45693848, 635487.94931915 639998.8538455, 635165.7323541 640218.91364379, 635160.48212273 640473.52264625, 635644.93712731 640873.07998439, 635637.99650013 641007.3792759, 634881.27140296 641848.38004438, 634659.97316016 642015.15904031, 634345.61873284 641886.57296805, 634125.79564405 641456.12508235, 634092.07158326 640861.10444847, 634049.79407408 640760.94132132, 633978.49869458 640699.65631412, 633842.6690264 640703.20574191, 633697.30925517 640781.16476598, 633574.70159332 640907.58465706, 633378.07475824 641192.6543649, 633236.5200998 641516.40745284, 633027.00184285 641820.91338505, 632914.35273385 642057.27530158, 632872.63869306 642199.67921018, 633021.11634897 642516.90682894, 633133.27944083 642758.5151873, 633234.22591074 643052.59637298, 633186.08170683 643211.18651482, 632992.26162113 643311.89976968, 632636.28524523 643322.65239587, 632144.68120531 643323.79807992, 631918.38984181 643369.6050932, 631380.49500509 643614.171411, 630828.37318923 644016.50840464, 630417.9620331 644163.00829411, 630320.96440335 644176.17173482, 630168.81070875 644115.07543801, 629915.82138883 643808.40878378, 629600.42666455 643424.47562129, 629341.42874079 643315.11337313, 629074.58230212 643307.64943098, 628815.96449629 643361.61792254, 628548.09970159 643611.28315753, 628380.70134731 643948.04070524, 628265.91911152 644347.3834531, 628310.72094559 644551.28117673, 628513.83355231 644741.77395018, 628730.35949046 644987.15327535, 628768.29432599 645304.02573372, 628750.9140431 645478.71838898, 628599.71214265 645825.14183755, 628329.76844133 646249.38861494, 627448.27651862 646878.9083444, 627282.11384366 647237.10308821, 627182.04599877 647428.79992578, 627007.73512523 647574.75286904, 626729.52453647 647549.53069881, 626270.02778237 647406.43247098, 625519.37100498 647097.9253202, 625041.43912626 647356.75812, 625032.29721999 647596.12075926, 624977.92050961 647854.99556195, 624752.09443037 648101.33539913, 624328.59938819 648268.83306006, 624050.99284077 648288.16786079, 623743.16087685 648284.40666327, 623473.55576242 648307.10518834, 622641.574699 648746.69266109, 622484.72002699 648751.91263399, 622340.59758204 648669.77465699, 621946.2187515 648761.26340668, 621598.29670907 649054.32970941, 621098.41798537 649282.37381627, 620600.7353303 649458.2009193, 620235.22031443 649446.12278008, 619688.13827339 649246.87612783, 618872.23218227 649264.5327143, 618746.68723373 649145.58781531, 618660.70208602 649029.35094927, 618473.10696863 649029.79175507, 618304.90293451 649023.71815754, 617901.27138491 649309.29591029, 617671.71968214 649348.64865666, 617320.55973221 649318.30715639, 617226.61732168 649257.07381217, 617135.68886822 649102.03482701, 617029.89674219 648887.4691398, 617000.62157682 648288.27039244, 616852.6190273 647772.00565575, 616739.15652378 647662.30093154, 616553.09398448 647627.15840227, 616302.03548463 647730.15459622, 616166.50843728 647856.74391303, 615860.17501105 648256.9163781, 615335.82304258 649475.91800216, 615229.35666631 649590.99139751, 614899.42883895 649585.29828939, 614252.32727492 649496.25488617, 613213.84735889 649404.89662314, 612403.56089505 649485.15057503, 612136.50434111 649395.21267547, 611889.202773 648765.06818026, 611643.90666817 648299.87704508, 611431.72209025 648161.29157578, 611250.51535214 648129.37168566, 611016.59953176 648294.35261046, 610936.4433402 648548.26745482, 610768.62601122 649167.5610227, 610572.73534871 649339.80456466, 610312.35539028 649356.92391948, 609969.24828058 649250.99135149, 609794.09154186 649041.15945883, 609845.75272578 648567.34808685, 609888.16637546 647984.53377618, 609835.65959234 647852.63987792, 609694.83755423 647801.21780107, 609552.18805701 647824.99392404, 608922.13869549 648101.06713336, 608818.63343001 648134.38460557, 608585.5569532 648053.25946602, 608391.04607771 647866.11276089, 608183.35449521 647575.49153604, 608059.69997078 647258.79668926, 608093.92329228 647111.54213904, 608286.88667312 646896.83945797, 608498.62849548 646546.50019763, 608485.22868649 646349.22502735, 608371.69520282 646210.40569446, 608138.81744158 646214.18502702, 608004.65120478 646242.76678486, 607512.54118427 647427.7617287, 607302.57734403 647547.93213439, 606503.01799574 647281.33833767, 606311.4298895 646961.56592522, 605911.47493506 645934.10538477, 605584.35436851 645750.50008096, 605047.22182317 645667.65705421, 604688.44290574 645778.471506, 603537.14700311 646485.31599783, 603186.69183007 646614.60924984, 603005.001777 646495.37172119, 602943.01563765 646352.43116169, 602627.7965935 645940.69758339, 602083.87131857 645722.01642801, 601610.35023926 645746.0175603, 601170.85336183 645921.7146623, 600764.32823881 646307.95391407, 600576.18471199 646743.14185406, 600184.8948622 647622.69307371, 599900.81029131 647862.72217119, 599512.48920804 647792.47116805, 599026.81022114 647586.59329903, 598528.38918161 647464.84545769, 597983.99607229 647484.56538143, 597576.89801345 647684.45142732, 597278.11474988 647936.64919729, 596948.78043404 648192.96053117, 596742.5526238 648529.85013509, 596768.95405032 648752.98026599, 597213.32473423 649272.71717835, 597411.60933763 649615.34938024, 597244.09265203 649906.86312934, 596963.32539285 650182.47049915, 596683.70930475 650311.93677498, 596103.66799876 650295.36399871, 595896.86914719 650107.42650211, 595646.18350329 649906.93963817, 595548.89598323 649569.93936248, 595540.80125778 649108.88651005, 595521.02079247 648950.43350868, 595284.23658474 648672.80686644, 594946.60538797 648611.5530524, 594597.72546735 648650.60015401, 594164.8710061 648903.92354049, 593893.77327417 649166.5715897, 593674.34687851 649393.5168659, 593524.97252981 649524.93947078, 593233.26410637 649613.34538665, 592874.01838677 649409.3726763, 592731.12896371 649170.33947025, 592665.55338016 648795.26619815, 592448.08570576 648419.6345241, 592079.52131238 648203.89640915, 591774.78389568 648204.76629259, 591277.4500321 648621.66105995, 590958.54053238 648836.94250206, 590546.7210966 648759.80854829)"
623,Perica Kreek,Cottica,Perica Kreek,,"LineString (634052.33991778 627582.9311884, 634344.16085925 627488.07911893, 634739.64290241 627549.79128335, 635526.82921412 627545.79758721, 636284.22805685 627534.83935305, 636754.78048471 627302.84876826, 636876.45393595 627222.77081373)"
624,,Cottica,,,"LineString (638194.85312514 625712.74359547, 638490.32358242 625962.92952066, 638622.39574738 626246.5339796)"
625,Afrikan Kreek,Cottica,Afrikan Kreek,,"LineString (638965.35822414 624837.96461126, 639254.19335959 624867.99270304)"
626,Christoffel Kreek,Cottica,Christoffel Kreek,,"LineString (639146.07671209 622611.68240064, 639600.49059485 622806.60963515, 640183.76355966 622939.36409785, 640589.6702443 623210.76288674)"
627,Bakragotro Kreek,Cottica,Bakragotro Kreek,,"LineString (639595.57807494 621610.39807019, 640064.92590239 621873.29121258, 640471.29124117 622235.03081449, 640915.09336968 622637.52050045, 641035.44612076 622759.63548551)"
628,Moengo Kreek,Cottica,,,"LineString (642231.28525684 623178.16026608, 641650.33503796 623046.89495645, 641437.60028539 622918.06130801, 641196.88457669 622669.21339473)"
629,Marowijne,Marowijne,Marowijne,,"LineString (691065.70393205 637036.60999672, 688247.04577737 632166.9625901, 686164.48142956 627786.88613112, 684905.99701599 624971.12176065, 684747.57179163 620243.0334013, 684510.27130421 615242.2155055, 684581.83575666 612190.26560762, 684210.29934579 611230.62192651, 682793.80378039 610327.80536406, 681618.22498751 608428.81365108, 679545.20130939 606475.47291222, 677940.50222401 604849.24028974, 677619.45782804 604300.12883487, 674801.65416189 600706.34492845, 674160.70878431 599914.72883668, 672530.199415 597590.88722681, 671354.57994529 594339.29372482, 668893.32227172 592220.36405028, 667469.19496324 591373.72320658, 666338.83266741 589695.21816641, 664160.58046785 587134.31213843, 662748.31027278 586414.87874054, 661106.77344617 585507.66704181, 658643.52927354 584539.42945135, 654479.89625788 581056.94057662, 652896.48692581 578593.83246731, 651012.5988509 575697.98485993, 649838.0779599 573536.70847509, 647111.26840425 568691.71233561, 645905.43152978 565369.22815849, 642483.59853684 563400.85702895, 641307.65692352 562468.42234084, 639183.426185 557971.97033738, 638518.70669842 556341.89009554, 637880.13134077 553029.30750503, 637694.42723937 550369.44157267, 638211.89324977 548847.06217634, 636641.36725918 545682.62319291, 633547.60931465 542820.64222478, 634789.36905286 540220.98141658, 634124.68951234 538403.90646132, 633656.89393371 532695.60509213, 633751.08951012 528776.79377532, 634371.00946481 525769.89547702, 635038.12843076 524491.91655994, 637963.04166102 523898.15934932, 637898.47890196 520208.7091294, 638500.83119265 517394.10325106, 639964.19611275 512687.57251884, 641191.69501009 510336.09131142, 641561.73961525 505390.39613976, 639131.7434131 501272.77006893, 638295.44251049 497466.67922785, 638738.84887097 488318.09190886, 639791.8369087 487098.43330236, 638822.49703319 482787.06708382, 639827.6762033 480612.25256419, 641436.15863094 479337.80897223, 642872.38055955 479066.2649092, 643034.85306751 474925.51207843, 644212.62252258 470255.73779436, 643288.94567472 466045.70311582, 642735.85144143 464723.26822055, 643760.06414416 462935.67298906, 644340.71980291 462547.63710888, 645046.75421573 462364.9054277, 647919.64814506 461796.03268724, 649013.03939379 460576.79435139, 651131.54698154 457460.11852729, 649676.53055881 455713.88368982, 649153.85880729 452383.17343206, 647585.33854593 448833.36441949, 647664.29166695 447471.12107333, 648961.65459578 446429.01236069, 652865.17463884 442683.00659127, 655011.57078598 435831.04966004, 656827.75214124 433436.99241901, 659634.57787211 432528.90174137, 659139.25568431 430960.38148001, 661037.99073754 426915.25027964, 663669.34020408 426877.11867085, 665789.2392346 425856.63035807, 666238.87370944 424603.74673658, 665193.52195127 423782.8344391, 664918.01454197 422787.56538131, 665155.54941843 421525.33046267, 666073.7663135 420558.61553621, 668765.84550667 421562.55594487, 673023.89015575 420277.55300394, 674086.73183227 418908.53425941, 674634.15420464 417099.72038652, 675757.22967984 415558.87928031, 676805.74704916 413458.99751108, 678621.92840443 410404.51068632, 677631.28402883 408505.77563309, 678374.26731053 406441.93318392, 681511.30783326 404625.75182865, 681470.03098428 402396.80198356, 682130.46056801 402231.69458762, 682130.46056801 402231.69458762, 684153.02616819 401901.47979576, 684400.68726209 403304.89266119, 686010.48437244 404295.53703679, 688198.15736856 401571.26500389, 688363.26476449 400250.40583642, 689519.01653602 399424.86885676, 688982.41749924 398186.56338726, 689023.69434822 396329.10518301, 687455.17408686 395544.84505233, 686588.36025821 393769.94054604, 686258.14546634 391747.37494586, 687290.06669093 390178.8546845, 686340.69916431 387949.9048394, 686340.69916431 384565.20322276, 686051.76122143 383326.89775327, 685473.88533566 382831.57556547, 685308.77793973 381634.54694495, 684978.56314786 381221.77845512, 685804.10012753 379281.7665529, 684276.85671514 377383.03149967, 681800.24577615 374988.97425864, 680479.38660868 374658.75946677, 680850.87824953 373668.11509117, 681346.20043733 372223.42537675, 680603.21715563 371769.38003794, 680190.4486658 369127.66170301, 679777.68017596 367971.90993147)"
630,Wane Kreek,Marowijne,Wane Kreek,,"LineString (658630.23544517 618596.47921838, 659078.14667614 619136.94021783, 659346.38633676 619311.82449815, 659758.95648013 619502.79728867, 660232.50010058 619894.72602109, 661074.0606995 619890.07116315, 661279.78318104 620017.78832641, 661499.74818613 620068.37668253, 661773.95106315 620244.03802821, 661979.18352651 620584.53451929, 663941.30760324 621953.54386766, 664278.67805893 622204.46116004, 664805.23732961 622329.71840327, 665525.51876239 622439.01272659, 665694.6377494 622354.91512176, 665763.14993447 622123.97877245, 666002.72653896 622066.90348034, 666423.48686539 622158.07340809, 666768.22725201 621986.76763965, 667417.41590519 621920.72185843, 667826.8110743 622016.52949482, 668271.66824468 622204.84179868, 668462.12738392 622375.81733318, 668552.5023653 622554.71806861, 668667.07039572 622640.54338995, 668835.63853358 622675.46141556, 669178.2456496 622723.61933971, 669825.97156839 622741.37355528, 670136.97850657 622840.29990692, 670288.31065209 623036.38494764, 670842.00475353 623084.73841979, 671554.69121931 623629.14811113, 672109.67927809 623603.37081687, 672482.59978365 623664.68916819, 672735.57502647 623578.83122095, 672935.29327005 623588.76543347, 673675.21443173 623588.78457017, 674390.43621325 623710.88681217, 674956.41924936 623332.26699682, 675111.44817689 623131.85733211, 675118.19026586 622006.77849282, 675454.92555943 622109.37799338, 675758.07986864 622288.76874699, 676114.45123104 622559.36205426, 676328.14701605 622692.05448025, 676579.04067533 622725.45037461, 676718.08304985 622702.08489785, 677174.39342615 622603.65588453, 677606.67953047 622588.63305492, 677976.92323642 622433.8927426, 678265.31237799 622535.64835794, 678642.37241754 622729.22537609, 679131.83001904 622763.56136074, 679402.0058801 622800.51788599, 679658.51710416 622477.98463563, 679773.44851826 622251.45722297, 679916.21122734 622080.27971646, 680068.55315421 622061.46511136, 680151.84860142 622139.77814916, 680207.68812346 622328.97802684, 680328.75663824 622532.97720582, 680315.14626845 622882.85980647, 680371.28447861 623236.56435149, 680576.69387549 623659.27743048, 680828.84154604 623805.53727186, 680899.79733818 623711.66607507, 680959.48417807 623432.21479671, 681048.17504909 623430.53884282, 681090.42075806 623503.81756752, 681191.99661613 624056.90463635, 681302.64648854 624274.84797699, 681336.5051079 624459.21033326, 681477.02652976 624535.81649632, 681701.21911744 624436.55991074, 681857.0682971 624558.57044407, 681954.90209436 624679.56831513, 682095.42351622 624756.17447818, 682373.60896674 624888.38054608, 682519.511281 624749.06869303, 682526.50371179 624533.17880644, 682549.7312132 624405.36483118, 682729.25994217 624369.06687175, 682789.73074819 624321.76151152, 682812.03096375 624244.77335192, 682800.22312356 624118.29422175, 682808.79082094 623822.74480574, 683006.98405817 623660.67932818, 683246.94436264 623590.87280195, 684845.92924744 623166.34454456)"
631,Corantijn,Corantijn,Corantijn,,"LineString (344331.5941514 662477.5721707, 341720.17172877 653089.19465338, 338592.60483192 644293.63836099, 338652.32971096 641139.06767507, 338317.68411817 633351.46010653, 338415.6025359 631718.39691248, 338478.90247131 629704.41918934, 338155.89508219 627167.98539458, 337809.49625346 625431.9424506, 337272.53059854 621884.37928484, 336047.05096676 618775.53250424, 334845.5208062 615609.71610608, 333231.5159503 612718.47002026, 332002.81603499 611451.14025861, 330155.37479066 609951.17228241, 328863.06210085 609186.91084999, 327080.93630906 607960.57275742, 325484.08562811 605078.951197, 325175.08104402 602494.26250168, 325142.17406744 601420.53891978, 325112.60074819 600484.60390421, 324985.91597226 597127.40487123, 323871.69614801 595021.43253653, 320278.88635779 592772.80814211, 318749.62226958 592190.05779377, 317867.46542075 591440.09767732, 316784.68419347 590348.0484722, 316598.58011757 589174.09180785, 317346.93799373 588383.72724323, 320273.87652674 589031.6487796, 322037.37309724 589263.28752673, 322798.44875564 587744.32170616, 321994.25891398 583185.18207488, 321670.35026471 580700.38143999, 322207.89344111 578912.86938481, 322632.14465094 578375.63709584, 322632.14465094 578375.63709584, 323643.59555011 578057.98992125, 324799.85254908 578310.30469619, 324994.87766133 578958.52063316, 322890.0735635 581729.9916054, 323022.96676053 583357.23302685, 323060.07287584 583412.63834637, 324608.63045989 584832.46192325, 325822.30762521 584750.47685521, 325822.30762521 584750.47685521, 326752.34669784 584260.73607253, 328784.71847426 583313.22769401, 333635.93255162 574492.49859875, 333580.48928813 574511.10961842)"
632,Nanni Kreek,Corantijn,Nanni Kreek,,"LineString (356743.32187183 624094.59342854, 357591.33556932 622927.66014254, 357921.94485441 621928.32973988, 358217.57026751 621816.71021336, 358911.0131563 625901.93418078, 359077.52625987 625938.54123969, 359755.04392109 622978.25588763, 359531.51269677 622257.56434744, 360381.60672741 622015.25093108, 360901.7598466 623068.12951579, 361384.05463974 623732.75609763, 361960.2322117 625025.89739274, 362052.27344803 624840.76875322, 362398.44130785 622546.97638066, 362175.57974287 622122.16224294, 363099.9248009 622009.12808077, 363562.51272796 622137.52966023, 364917.67247596 624464.44861511, 364918.42534099 624797.30004739, 364178.71264693 624780.48173731, 364253.97733089 625353.55989769, 365253.5794728 625813.59178775, 366125.83543307 627198.49716384, 366479.65921857 627397.09847133, 367106.64810341 627529.12013055, 367273.89204842 627889.32793127, 366969.30629882 628121.16673987, 366136.72008063 627919.65106424, 365766.99166045 627966.72118713, 365490.52050872 628364.92361199, 365357.8026267 628956.96355806, 365173.50672652 629230.13768888, 364554.39130805 629388.72917767, 364254.21600001 629528.10242896, 363811.39308562 629959.04888289, 363516.3466043 630320.31463643, 362912.08945839 630913.4369941, 362437.06426084 631413.80639161, 362136.9088296 631562.42886951, 361429.67617344 631601.03039569, 360850.91340645 631214.01970101, 360582.34587367 631025.08922107, 360341.94932429 631025.63852285, 360125.1219513 631224.92469792, 360075.42101362 631728.94976926, 360279.45775839 632001.24224905, 360733.63459969 632490.24404711, 360956.88407823 633076.85708665, 361254.16622684 633691.03744127, 361624.68481268 633986.06022216, 361661.96592612 634115.41904448, 361533.05301187 634346.86587884, 361233.51434954 634763.62585925, 361040.3156593 635184.7651866, 360944.96680871 635938.5378066, 360714.7537037 636345.8945903, 360627.1083298 636429.31111349, 360091.88338534 636883.60252355, 359814.77948858 637004.44073984, 359241.56695767 637024.255114, 359056.81630624 637098.65019561, 358872.17221746 637219.27574132, 358835.77472107 637473.6281155, 359003.33558796 637963.28558256, 359138.45049714 638416.03301287, 359093.07537102 638785.98249597, 358950.34955321 639040.58090817, 358378.40896223 639610.54186046, 358032.82647729 640106.01125686, 357937.32909349 640790.44794471, 357712.08720618 641345.74021171, 357578.44805746 641530.97386119, 357366.75413682 641947.54336559, 356960.99942339 642410.7958075, 356850.6911287 642688.43808291, 356819.40585751 643150.82041813, 356685.82133504 643359.17089509, 356427.1445552 643452.23552598, 356223.55676811 643378.74017334, 356033.63351024 643217.37382352, 355848.47324796 643116.09661181, 355252.32053125 643214.57039761, 354550.21205946 643475.10107852, 353746.61971467 643832.95570691, 353372.85811017 644138.9551275, 352906.78468471 644509.89502864, 352657.75035466 644773.99659198, 352224.7515587 645449.99060457, 352026.68026725 645760.20626044, 351640.1633771 646542.4277332, 351507.07702332 646963.44903214, 351530.99445239 647305.50858436, 351675.02765011 647610.3009524, 351684.62090835 647758.22024774, 351550.70117556 647823.25891299, 351199.26504283 647791.72094523, 351088.11391193 647708.76422102, 351060.00631482 647551.64163402, 351077.96791512 647325.06315675, 350929.87487042 647260.68555969, 350710.53689119 647267.37885943, 350597.36415352 647414.03041935, 350297.33462455 647618.1547314, 350034.1277312 647752.84498384, 349785.05053367 647998.45944837, 349716.57076059 648368.47722663, 349291.84502504 648628.37470727, 348843.73133464 648772.74722693, 348501.82046664 648861.39186577, 348456.43584519 649222.11080894, 348234.80429969 649342.83601032, 347989.79563788 649352.65855702, 347514.2562147 649631.17168953, 346858.1925359 649817.6453663, 346423.8255877 649911.13276917, 346100.79687109 650166.17301334, 345847.20392344 650458.03655044, 345662.66579729 650624.909311, 345144.57749647 650505.92430321, 341003.75771492 651218.42837274)"
633,Nanni Kanaal,Corantijn,,,"LineString (351315.64400459 655965.24276691, 351066.56733523 652304.26686621, 350780.85747434 648772.81990653, 350710.53689119 647267.37885943)"
634,Bolletrie Kreek,Nickerie,Bolletrie Kreek,,"LineString (369190.12288839 644957.30007594, 369488.14660312 645881.18093432, 369877.28830247 646231.60961149, 370026.30156595 646693.54845551, 370248.80453981 646951.90827104, 370509.31139075 647677.98491436, 370731.42447953 647769.92127704, 370932.66161713 648085.36074911)"
635,Sipari Kreek,Nickerie,Sipari Kreek,,"LineString (371564.90288002 646185.40279782, 372053.43704029 646645.94290752, 372341.32340427 646890.73217527)"
636,Milhado Kreek,Nickerie,Milhado Kreek,,"LineString (372280.4489882 645954.13637817, 372632.51780672 646267.66539697, 372839.96364848 646465.58377071)"
637,Bombau Kreek,Nickerie,,,"LineString (372589.05789433 643460.81103804, 372821.40587938 644011.28374744, 373062.0717855 644130.91595128, 373229.44155346 644537.33378792, 373544.11514421 644675.28387193, 373674.1360465 644924.61226955, 373868.31465921 644933.40445405, 374046.88714881 645233.99877317)"
638,Bigimoffo Kreek,Nickerie,Grote Zand Kreek,,"LineString (372748.76079192 641130.67731678, 372879.59499509 641731.34116816, 373028.79104257 641902.3845245, 373325.81084387 642400.95852628, 373418.35271999 642437.72579958, 373780.28579682 643019.35799844, 374021.42848146 643749.7527424, 374244.76650937 644368.68782049, 374541.71390037 644834.89764734)"
639,Pingo Kreek,Nickerie,,,"LineString (374994.38040834 642544.04504276, 374977.11596966 643071.08339823, 375162.88794295 643440.47386347, 375260.68695513 643899.4161166, 375368.73496216 644538.95818923)"
