fid,label1930,main_body_water,label1882,alt_label,wkt_geometry
640,Boenhattimama Kreek,Nickerie,,,"LineString (375519.86176494 641992.23112192, 375562.5420694 642502.37740057, 375804.02619097 643057.19547267, 375962.47024739 643602.31410773, 376195.23768348 644187.57483937, 376255.89415101 644427.81746433)"
641,Tiengivoloe Kreek,Nickerie,,,"LineString (377929.23568677 640411.37212962, 377802.15953627 641428.67074811, 377710.77907113 641891.15765127, 377754.49927559 642340.74651002, 378046.28159641 643036.81775027, 378107.7012779 643605.27179947, 378324.5517827 643853.10821661)"
642,Kras Kreek,Nickerie,Kras Kreek,,"LineString (379369.75127889 641637.67529321, 379463.05378032 642002.65322941, 379574.85824595 642372.21060456, 379635.16826319 642464.52463135, 379677.56839321 642806.50684145, 379826.07548133 643055.78763777, 379884.73685071 643178.5057445)"
643,Mope Kreek,Nickerie,Mope Kreek,,"LineString (381518.13072634 639136.43537861, 381935.68947548 639791.8891518, 382168.04318957 640318.33557717, 382242.69158338 640614.01347437, 382326.71428921 640965.14149732)"
644,Oude Post Kreek,Nickerie,Oude Post Kreek,,"LineString (384159.25474029 637822.11673189, 384530.36660656 638385.22094596, 384540.57373981 638801.23431285, 384737.7871866 639221.12251897)"
645,Kleine Maratakka Kreek,Nickerie,,,"LineString (390157.37515249 640951.59203338, 389795.61785547 640434.70645428, 389561.03637511 640122.33816042, 389319.53797131 639550.68844044, 389182.59611322 639206.52812942, 388830.49211249 638865.27346271, 388635.78961015 638625.35046389, 388167.16196012 638365.06374832)"
646,Maratakka,Nickerie,Maratakka,,"LineString (377559.17218492 582234.43282273, 377696.46162195 582678.0868972, 377725.03714187 583075.58329559, 377668.6296378 583351.86775616, 377633.69843708 583506.01285242, 377386.04416757 583656.44485369, 377374.90998164 583845.49747281, 377430.87161091 584076.51716586, 377588.47496817 584279.58516786, 377824.35181726 584334.55916688, 378032.01287067 584163.07802809, 378290.74871204 584097.8122925, 378401.78209165 584139.18214805, 378258.95684206 584365.99881506, 378074.49779343 584579.03559946, 378071.64474146 584829.07322598, 377977.91053213 585027.32873517, 377782.50059959 585139.98395908, 377840.77364397 585495.64758739, 378023.77396734 585724.52598626, 378129.75800159 585932.71570797, 378411.42733287 586176.28761652, 378504.18111279 586317.08451355, 378539.5533794 586647.53570715, 378540.00020428 586857.86966412, 378609.58172646 586970.97905011, 378690.67095401 587060.95020563, 378824.70038145 587046.79710858, 379014.10410285 586986.29896175, 379672.20202016 586684.42316638, 379812.64492588 586504.57527241, 380179.74213468 586311.95296656, 380334.52879389 586276.95401166, 380503.54655701 586412.96519094, 380582.49549945 586583.8378132, 380714.79695101 586844.73978266, 380833.53028703 587246.66286022, 380831.91209796 587572.56703277, 380847.5937228 587782.40457887, 380882.33251336 588008.69506305, 380951.79378154 588277.5043948, 381139.142362 588441.97751668, 381462.01263216 588415.37265016, 381869.80807942 588325.76898202, 382083.12636429 588664.79458224, 382261.17589435 589177.30373952, 382372.82390012 589398.73797438, 382710.62259421 589559.81033619, 383257.60563657 589720.21807056, 383529.36267363 589807.68567652, 383552.85105779 589983.29630294, 383391.46388353 590173.16995236, 383054.12005892 590224.74015783, 382744.35362176 590202.28888812, 382582.63015993 590234.99320511, 382441.54103683 590295.97637127, 382289.84770412 590489.9961414, 382330.41379913 590751.85298841, 382434.76632195 591053.51193733, 382550.19455055 591274.76274328, 382794.86709228 591295.15381241, 383055.58244605 591135.27761679, 383252.1738179 590954.93778007, 383672.62022334 590694.67981857, 383876.87181401 590814.31116033, 384264.05341695 591444.10956852, 384313.59589668 591745.62705514, 384121.38091144 591859.95007647, 383805.18183094 591873.77515382, 383419.03146409 591831.57022724, 383310.64460515 591945.74444455, 383353.53713244 592546.59742983, 383458.06825315 592832.63114177, 383694.79495323 593026.06139584, 383487.48174265 593451.24255133, 383473.9026915 593747.88194296, 383528.28918667 593883.97872777, 383451.6267646 594027.72322644, 383040.0456504 594149.50140356, 382997.48685677 594371.21859459, 383061.90844671 594559.3384883, 383160.81116525 594619.09790017, 383328.01734575 594644.58490654, 383554.30782994 594609.84611597, 383693.19774037 594779.92150623, 383841.68430924 594769.61711371, 383841.68430924 594769.61711371, 384032.85850271 594714.92101318, 384169.42548058 594833.37091562, 384105.37407064 594993.45583435, 384031.01826818 595005.05418421, 384044.03940636 595182.60470329, 384386.61310341 595529.40538492, 384673.79338649 595796.89812706, 384766.74447835 596027.82875107, 384554.71366184 596310.26696086, 384061.12327177 596787.4649259, 383724.65197897 597241.21139733, 383684.00895637 597685.07309846, 383714.85149884 598249.38674802, 383784.0114989 598627.80882048, 383826.5381078 598964.99665875, 383847.3931334 599521.97943997, 383738.80106699 600603.91321785, 384090.90642221 601170.51540653, 384265.46369259 601799.01428735, 384182.03387579 602145.75636541, 383954.53831919 602618.94611882, 383479.83856519 603216.7832591, 383041.20006152 603778.6011868, 382912.89996216 604296.61918502, 383366.60619202 604609.96532635, 383991.9484052 604784.1477098, 384764.01497593 604824.05917164, 385207.99707195 604920.16095239, 385656.94571576 605173.4202012, 385909.6388809 605570.4693221, 385913.65870769 605822.39249758, 385795.15997935 606065.33949861, 385476.73952198 606311.03720624, 385079.30118193 606268.97062399, 384783.20104594 606154.05553238, 384459.68988365 606187.12449274, 384238.28201257 606404.87452212, 384267.08129372 606979.35377094, 384803.68567405 607913.37839731, 385000.99236154 608053.63083424, 385440.33591906 608131.39392324, 385756.75938966 608028.99943863, 386006.57601021 607887.41201024, 386306.49092967 607882.97486822, 386532.21987138 608104.43052809, 386549.81420084 608222.26801656, 386514.27951813 608354.09035823, 386246.14549393 608867.79013938, 385859.89136024 609270.80902126, 385353.51107525 609701.83001835, 385317.59592061 610048.40145252, 385419.33441509 610389.74641548, 385614.11698556 610675.91800614, 385993.21018907 610693.57013883, 386334.48423765 610332.25242879, 386593.16473667 610248.47394938, 386907.72447586 610349.47589162, 387148.75206943 610644.78889496, 387256.14476309 611129.92310633, 387224.15637849 611645.34910946, 387015.49295155 612147.88410816, 386697.29389139 612490.66179462, 386286.30475076 612681.10021079, 385638.33169352 612729.9687243, 385364.30770027 612678.06444477, 385160.47246693 612479.74390358, 384856.99808704 612104.89306505, 384671.61234609 611888.04051402, 384384.75454858 611773.11040043, 384112.3174482 611907.77054189, 384112.3174482 611907.77054189, 383909.83438932 612319.63434999, 383883.02163142 612735.73155649, 384205.20322037 613207.61677557, 384451.0231445 613576.88167613, 385238.28406164 614213.05424455, 385775.00882234 614438.36850865, 386232.76862307 614500.77919392, 387013.88841855 614456.28220521, 387161.84137911 614469.8207878, 387412.71916166 614570.15373923, 387508.84562138 614663.54716062, 387524.12358213 614777.92209719, 387413.53198975 614935.33615987, 387310.01327391 615155.13951994, 387154.71141419 615411.8207534, 387054.33925576 616006.04734456, 386971.61771991 616223.49369382, 386774.13738953 616370.41232433, 386658.55244174 616361.42509086, 386472.26632626 616173.75931919, 386165.05576642 615985.78994368, 386003.69581329 615960.04001691, 385795.93724077 616076.06872, 385708.58254691 616288.90377639, 385621.34151777 616552.58746404, 385520.07806001 616746.96340916, 385331.00305491 616932.29279463, 385091.10313532 617145.4694123, 384920.38720409 617289.15234191, 384921.13142963 617621.97970659, 384995.48600504 617797.47311764, 385231.56955209 617944.86877389, 385439.62772761 617962.89364109, 386036.80805266 617825.00188959, 386392.34360171 617643.9250345, 386660.42203344 617629.45768954, 386846.12020872 617753.69815444, 387082.39863628 617988.9217376, 387327.99462052 618256.48216268, 387818.6826002 618774.4484444, 387967.26726889 619069.96038382, 387927.48765708 619243.99821095, 387794.27350792 619618.72578898, 387393.47038189 620225.18377864, 386928.56660133 620559.97431187, 386827.22330956 620717.37021146, 386925.15992141 621100.82516339, 386972.66457148 621435.64995281, 386793.20641318 621801.23875295, 386539.25637009 621931.24333778, 386340.12122856 621769.90076679, 386205.5148877 621525.20583408, 386126.41088889 621294.2536076, 386090.09424974 620972.87799497, 385814.01091511 620772.98302053, 385518.79927266 621055.62617109, 385347.85691094 621097.6141942, 385094.0924713 621310.82557296, 384928.64649755 621741.10190699, 385131.06071201 622070.59602758, 385524.65836003 622370.17952512, 385724.138339 622684.06767417, 385980.54581746 622855.61732537, 386373.52782636 622882.46656182, 386816.24134239 622682.03491842, 387287.20118729 622440.59843937, 387992.64670575 622670.86344039, 388201.50186565 622530.55975766, 388381.86661149 622055.18426196, 388208.89347197 621707.72535432, 387874.90103945 621464.29478416, 387727.12952482 621248.92754166, 387725.97171861 620945.84580442, 387970.04904429 620630.9243683, 388622.51040044 620634.35924056, 388972.79495521 620690.19840528, 389383.02700697 620952.20140043, 389529.62860651 621122.31096378, 389556.42335176 621915.99756874, 389556.42335176 621915.99756874, 389745.38704212 622508.58950269, 390088.21638348 623034.35627951, 390152.8956354 623577.12713926, 390036.83217075 623867.45376172, 389910.87626017 624143.56108382, 389135.90644341 624521.8874104, 389117.31693902 624722.93627444, 389178.57171117 624907.77683234, 389596.0853277 625369.65685111, 389291.87792979 625758.6403645, 389290.58528915 626155.83076469, 389686.25242231 626391.64533534, 389779.07916725 626799.49704161, 389665.28412274 627777.6246184, 389823.3549291 628360.55530964, 390509.59208459 629283.50067373, 391063.98578488 630025.02759268, 391054.86732807 630178.01122265, 390857.34768248 630411.53182657, 390252.34201421 630716.92917623, 389597.19722561 630570.0831116, 389264.71714095 630691.59351563, 388581.8913694 631266.35090383, 388018.78325397 631691.90875718, 387888.273113 631965.28772201, 387872.09780991 632245.49849707, 387956.01700755 632488.14145686, 388290.11139178 633042.08479951, 388700.08900604 633849.41212795, 388750.95949356 634259.75554383, 388417.60977981 634834.73375963, 387850.93090214 635040.04496003, 387778.41622284 635668.88241363, 388039.40848164 636592.79663196, 388983.38761397 637015.89630043, 389298.06097081 637163.09225563, 389440.3146447 637384.5193786)"
647,Koffimakka Kreek,Nickerie,Koffimakka Kreek,,"LineString (403877.88110991 640948.64334081, 403121.44471419 640652.25881143, 402454.58983719 640117.61477615, 402035.58509665 639822.75598948, 402002.69361251 639591.71509971, 401847.54628438 639462.64872108, 401694.68869223 639324.33220445, 401323.49107581 638715.04080488, 400915.40105195 638142.81188178, 400526.01438506 637662.98542488, 400310.66462022 637485.52135381, 399906.16110018 637465.65425748, 399730.33031817 637387.47961286, 399711.71290132 637332.05401785, 399415.8500039 637318.86955517, 399274.69733821 637245.2370591, 398805.00466453 637019.82335912, 398395.76001431 636758.53673692)"
648,Korikori Kreek,Atlantic Coast,Korrikorri Kreek,,"LineString (378847.21481591 658583.16908606, 379158.93046331 659128.75470347, 379186.34035485 659436.62198658, 379386.07161066 659883.14101051, 379611.40831279 660652.42825485, 379736.52357443 661049.45815716, 379637.63761783 661235.94291005)"
649,Smokkelaarsgat,Atlantic Coast,Smokkelaarsgat,,"LineString (392724.83060255 657171.61379015, 392924.01650549 657394.62683797, 392887.33047275 657630.61712118, 392676.61530268 657780.11030216, 392676.99975266 657941.51679988, 392776.5634447 658040.60722597, 392617.93266099 658262.28931392, 392755.12885736 658522.69737764, 392892.41406417 658820.35281082, 393091.36416279 658944.03768469, 393080.07417042 659415.87026343, 393179.90503516 659626.7028209, 393118.62641888 659962.0794322, 392833.65473475 660211.07925485, 392783.99121573 660211.19795304, 392722.53509273 660472.07987263)"
650,Maurita Kreek,Atlantic Coast,Maurita Kreek,,"LineString (399686.90169103 654880.80519492, 399663.30728541 655402.31814192, 399751.42452705 655911.15027562, 400037.92614404 656307.77002322, 400199.8889027 656543.28197545, 400201.15829929 657077.15057777, 400226.60970806 657337.81801309, 400513.43808934 657871.00648538, 400564.69772382 658541.32695971, 400801.98447666 659124.29410798)"
651,Arrawarra Kreek,Nickerie,Arrawarra Kreek,,"LineString (414485.34533905 590409.32174117, 414961.62617972 590353.99674082, 415192.63542928 590175.48959343, 415323.89068471 590107.23686061, 415455.14594014 590269.99337734, 415581.15098536 590411.74905321, 415731.49905646 590391.83389983, 415875.9467928 590428.2078619, 416001.16780274 590406.49884299, 416137.30546516 590508.53527641, 416276.43222821 590480.33518444, 416394.03824543 590392.11435857, 416627.54882712 590532.98395033, 416905.80996864 590532.98395033, 417036.47001732 590763.71097457, 417497.03824515 590740.22129328, 417876.89492249 590588.87283481, 418110.58796353 590499.45425667, 418393.35852376 590368.97956536, 418559.83333707 590436.36657013, 418765.54032197 590638.00178011, 419215.83832385 590718.63811937, 419560.63946589 590913.26408578, 419737.24539827 590769.65207818, 419906.42880077 590774.21721485, 419958.77383923 590915.37745891, 419976.98711973 590980.176549, 420037.74737731 591008.64162308, 420331.44117922 590991.19965583, 420530.45984519 590764.15333502, 420599.82041188 590854.02564535, 420604.95263511 591021.76628649, 420797.11951782 591002.55216027, 421080.49261426 590652.85198753, 421337.59107812 590515.4810705, 421293.97068336 590243.89873407, 421382.75775946 590052.00498996, 421766.92274783 590023.24596792, 421789.67669558 589643.20420058, 422064.70714487 589586.74775764, 422256.1063744 589519.15934991)"
652,Waijombo,Nickerie,Waijombo,,"LineString (422256.1063744 589519.15934991, 422638.76868233 589761.19503809, 423507.06297876 590256.73593334, 423717.31065091 590402.26440752, 423873.95259485 590683.40414414, 424093.6356632 590915.01041741, 424143.36465747 591206.04373267, 424240.43080154 591278.66732222, 424420.47303023 591307.60244145, 424735.73202043 591532.34130633, 424868.10404163 592168.17942371, 425485.76713156 592757.23717997, 425795.52953438 593061.74937257, 426063.29025546 593045.99874192, 426400.80306732 593295.94886658, 426639.12566053 593126.00962745, 426964.37512226 593147.80717195, 427104.61524905 593240.528719, 427187.08134246 593503.11693321, 427161.96451608 594018.52792616, 427371.04706188 594415.51264976, 427456.61555758 594592.71745828, 427490.27727038 594788.36058335, 427699.71066002 595052.72502748, 427893.76158286 595499.86027709, 428589.6367471 595529.73914669, 428806.1055368 595688.2724461, 428950.77464913 595989.0230943, 429206.59546861 596109.55458029, 429373.9586096 596310.75553128, 429581.9114787 596403.04697924, 429957.46800148 596220.99490265, 430153.41689107 596446.87526077, 430235.6298189 596723.96732058, 430597.96913327 597022.06929868, 430917.28243262 596737.47764062, 431167.97918534 596782.15430377, 431483.19739315 596547.4640771, 431726.82464671 596258.32725538, 432171.83428118 596253.19869223, 432626.25548409 595893.58794007, 432934.47310463 595782.90178168, 433091.48741064 595653.45606558, 433284.89565175 595286.06525643, 433546.84890055 595044.98213841, 433755.54475669 594920.28964575, 434191.39881204 594331.44662769, 434372.11614891 594321.70482532, 434584.95173574 594318.97176669, 434796.3482213 594029.27235483, 434946.39372962 593744.95017529, 435056.37215393 593724.30144419, 435127.16000535 594286.52328278, 435256.12462344 594491.45961394, 435289.42057554 594478.7014926, 435525.68003532 594174.1893, 435747.9834496 593813.75097558, 436207.74925891 593147.94792742, 436240.80759918 592916.39272894, 436336.34209697 592614.99876215, 436433.24312408 592420.02258877, 436676.02649241 592179.23191906, 436776.37563238 591971.4196975, 436985.5617034 591623.64864422, 437066.14594355 591070.51713293, 437272.72778693 590687.23597583, 437533.40970798 590297.40813797, 437890.42400276 590181.90351319, 438112.42284555 590050.63302902, 438251.28013008 589853.16514603, 438326.82552833 589865.76800168, 438368.06673151 590088.9479271, 438586.18334559 590337.78363593, 438659.93661184 590545.41076749, 438817.41730293 590573.95207362, 439106.12768563 590472.59759153, 439283.11561456 590491.80722135, 439524.2275254 590531.48049226, 440027.40299947 590377.91265945, 440363.50513782 590288.20543309, 440747.18010801 590472.22573887, 441068.36260773 590542.31317636, 441977.07785521 590938.61379898, 442534.16015042 591254.62329307, 442857.0866796 591224.79534975, 443008.12487716 590975.95514452, 443046.09406467 590647.76390105, 443452.63916072 590168.02729257, 443589.38223578 589722.26997794, 443651.63335725 589665.32351682, 443868.36712906 589623.96979562, 444193.6165908 589645.76734011, 444514.78277756 589532.08314097, 444701.49619591 589548.23847103, 444899.59924101 589835.41354738, 445190.60442676 589787.29609151, 445660.55029401 589461.80894083, 446223.40729472 589539.33888123, 447192.75223224 588832.35004326, 447471.01337375 588748.34667979, 447906.78082179 588869.10151478, 448185.04196331 589178.86391761, 448290.0946048 589443.22663141, 448376.77280416 590018.62207227, 448675.6913743 590255.97194927, 449248.00156216 591084.8725972, 449608.18306094 591598.94885041, 450499.15057666 591442.01360019, 450582.6093593 591740.0837887, 450511.15173243 592232.11748833, 450734.1392477 592571.31186559, 450505.1483308 592760.75834256, 450477.41096384 593056.88759507, 451246.78622877 593308.89744183, 451587.37244111 594114.40897989, 452147.85025024 594143.53650927, 453194.49001209 594026.39520446, 453405.80660553 594110.68521944, 453549.24617602 594574.22937555, 453549.24617602 594574.22937555, 453675.35629728 594737.63357615, 454306.27195557 594750.02653987, 454826.04276708 594534.76792096, 455180.43195675 594553.14365672, 455434.64510943 594686.31647523, 455615.77736193 594948.82698609, 455757.95508065 595248.79651051, 455881.33502076 595445.67939366, 456025.71580173 595516.55723159, 456177.97189803 595406.30281703, 456214.72336956 595175.29356747, 456364.41778508 594670.20186453, 456582.76398112 594407.94362707, 456887.8710429 594290.75505606, 457933.61066052 594225.18298006, 458386.49664081 594255.20500197, 458688.18447181 594309.28340863, 458882.20424194 594460.97674134, 458982.60232077 594804.47942964, 458982.60232077 595192.99498572, 458846.09685512 595429.2544455, 458310.38375751 596282.26097882, 458289.3481857 596653.24579947, 458278.84776526 596989.25925337, 458368.10133896 597141.51534968, 458499.35659439 597152.01577011, 458788.11815634 596986.63414827, 459058.50398253 596873.75462859, 459147.75755622 596886.88015414, 459250.13665546 596978.75883294, 459352.5157547 597183.51703141, 459285.89246636 597469.62189284, 459119.90035108 597743.99354691, 459161.77526071 598223.14165875, 459351.01447025 598541.14612486, 459440.03640223 598748.16268048, 459487.316466 598859.48304792, 459476.78787375 599370.31259123, 459395.40961538 599798.20472394, 459306.15604169 600063.34033991, 459300.90583147 600176.21985958, 459434.08427712 600744.95848794, 459491.83658951 601007.4689988, 459649.34289603 601154.47488489, 459827.85004342 601222.72761771, 460142.86265645 601054.72089076, 460431.6242184 600818.46143098, 460551.40575054 600823.4188359)"
